"teamName","inGameName","checkedInAt","userID","teamID","Nome e # no discord"
"Hunter Souls","Paulo121212","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5e58469f424f96204e365fe1","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
"Parabólica Gaming","Tpose","Sat Sep 12 2020 12:27:02 GMT+0000 (UTC)","5e593427a9754105734ef191","5f5a415895561b78729adebe","Cheiø#0390"
"Tigers in Sweatersツ","AkiraKenzo-","Sat Sep 12 2020 12:26:34 GMT+0000 (UTC)","5e5acee4bc070f1065a3f831","5f53d9cdac8493575c244840","AslanJoy#7943"
"New Uranium","Leejaegon","Sat Sep 12 2020 12:29:58 GMT+0000 (UTC)","5e5ad7027f41d710801e5457","5f5b75f9c170a364bd624aa9","SHAKABACK#9226"
"Insight GG","Qweërty","Sat Sep 12 2020 12:28:11 GMT+0000 (UTC)","5e5ae5900d7452107488d25c","5f599766ac8493575c24d1d6","Paulo#7029"
"DetonaVírus","pixoloco","Sat Sep 12 2020 12:26:48 GMT+0000 (UTC)","5e63eee526ff93106dd86220","5f5645b4ac8493575c2492d3","Bendito#0253"
"MONKEY'S OF THE REALMY","TILTADOBR","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5e70ea5b02db7c108fa784bf","5f53b2b845fc2a4880201c94","TILTADO#0573"
"Macacos in Pyjamas","Mïstër","Sat Sep 12 2020 12:30:18 GMT+0000 (UTC)","5e714ca702db7c108fa79dc2","5f5404012736604a1961b18b","Nier2D#4542"
"Quadrante Imperfeito","Zaahra","Sat Sep 12 2020 12:27:58 GMT+0000 (UTC)","5e714f2cfa53fe108dd3a5ea","5f58ef42e425a655aadc9c40","Taventrez #2341"
"Tigers in Sweatersツ","V-DR4-","Sat Sep 12 2020 12:26:34 GMT+0000 (UTC)","5e73ae649bf46271954286cd","5f53d9cdac8493575c244840","AslanJoy#7943"
"RedGoblins","mvoescanoronf","Sat Sep 12 2020 12:31:43 GMT+0000 (UTC)","5e7a321f58853f109cc20d99","5f58b6902c42b77cc3f577e3","Texxxugo Texxxugo#7148"
"Shadow-Enigma","srlarapio","Sat Sep 12 2020 12:45:45 GMT+0000 (UTC)","5e7a3abcb23c3510910352c5","5f5beb7c9c6df363ad9f7e7e","MarcoBreack#3029"
"Miudol","Apitov","Sat Sep 12 2020 12:30:59 GMT+0000 (UTC)","5e7a894b7a19c8107ae903a1","5f5c07a1ab8e7e6194e8e577","Zëss#5770"
"Lion darkness","LDKS Naraky","Sat Sep 12 2020 12:53:10 GMT+0000 (UTC)","5e7d32b666c3e010a2eb0ef4","5f5990115341177aa6da1004","LDKS NARAKY #4194"
"Miudol","Apitov","Sat Sep 12 2020 12:30:59 GMT+0000 (UTC)","5e7fa7bda07d15106090702c","5f5c07a1ab8e7e6194e8e577","Zëss#5770"
"Tomba Lobo Team","zDellacruz","Sat Sep 12 2020 12:31:27 GMT+0000 (UTC)","5e7fcf50ab448810a21ce844","5f53aa4e629c8b6045fad8c9","KSL_KONG#1129"
"Legião Paladiana","Floup13","Sat Sep 12 2020 12:27:08 GMT+0000 (UTC)","5e83b6f564e9ee107ede9f39","5f5432aaac8493575c24595e","teradagamer#7235"
"Brave","NoéiAzMula","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5e8796ab09f9a910b97f2413","5f541715629c8b6045faed0f","sgtbezerra#8469"
"ANBU","yTheWolf","Sat Sep 12 2020 12:32:46 GMT+0000 (UTC)","5e8b7923fd4d2010625f4428","5f5ba6b9f16a31618be9fccf","PX#8726"
"IDH Brasileiro","Grazus","Sat Sep 12 2020 12:27:09 GMT+0000 (UTC)","5e8cb5f8bd9cc31077ff128d","5f5bc7760c405a2571493bba","MatheusOff#7502"
"ANBU","PatoEvil","Sat Sep 12 2020 12:32:46 GMT+0000 (UTC)","5e8cf163906cc7106020ff53","5f5ba6b9f16a31618be9fccf","PX#8726"
"Tea Time Monkeys","Ðstny","Sat Sep 12 2020 12:29:00 GMT+0000 (UTC)","5e8cfe61d30ee81070f688c5","5f585b199ba2df6416d87346","Matsuhashi#8098"
"Brave","Jorisqleiton458","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5e920b17dce1c21070063b8e","5f541715629c8b6045faed0f","sgtbezerra#8469"
"Basilisks","Percurrido","Sat Sep 12 2020 12:27:21 GMT+0000 (UTC)","5e920bb8cc205e13c95af2b0","5f57aa8d95561b78729ab06c","StarryWasTaken#6666"
"Tigers in Sweatersツ","lzaay","Sat Sep 12 2020 12:26:34 GMT+0000 (UTC)","5e9226c93faddc10bb95beed","5f53d9cdac8493575c244840","AslanJoy#7943"
"Eletric Shark","iRhuanM","Sat Sep 12 2020 12:28:58 GMT+0000 (UTC)","5e95d6e9c7d86a106fba7670","5f5548c09ba2df6416d83528","Guerra#4882"
"Os sem coleira","Sindyv","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5e96314f241618108ee15781","5f5566419ba2df6416d83aef","Niko #8260"
"Five Keys","Gds3030","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5e98c856296630105a89e5fe","5f53d7f5e425a655aadc25ab","Criso#5082"
"Team GOLD","Im_KurTz","Sat Sep 12 2020 12:27:31 GMT+0000 (UTC)","5e9a07181fbff654a3b0f4c3","5f59823295561b78729ad28d","KurTz#7116"
"INSTABAN","Spieler2202","Sat Sep 12 2020 12:31:00 GMT+0000 (UTC)","5e9b196ba2da7720f9f19a11","5f53ac1945fc2a4880201b65","Aapf#5823"
"Team GOLD","Mateus_Pro0","Sat Sep 12 2020 12:27:31 GMT+0000 (UTC)","5e9c97de9c192d1f68a89b66","5f59823295561b78729ad28d","KurTz#7116"
"Dragonlord","Lugia369","Sat Sep 12 2020 12:48:49 GMT+0000 (UTC)","5e9cd7c66e0bb6304d00475a","5f553658629c8b6045fb07af","rzigaib#8399"
"Dragonlord","Thegardenal13","Sat Sep 12 2020 12:48:49 GMT+0000 (UTC)","5e9cde5812b0a62039dcdfb2","5f553658629c8b6045fb07af","rzigaib#8399"
"Macumbeiros Evangélicos","algunnome1","Sat Sep 12 2020 12:30:35 GMT+0000 (UTC)","5ea0b9a563573702ee507b09","5f5bc970dd108363c7241d22","My-Chan <3#7406"
"ANBU","WhÿNotx","Sat Sep 12 2020 12:32:46 GMT+0000 (UTC)","5ea8b413353f3d3a6cd886bb","5f5ba6b9f16a31618be9fccf","PX#8726"
"Unbreakable","L1D0N3L","Sat Sep 12 2020 12:53:01 GMT+0000 (UTC)","5eadc1199ca67c2026d8a2a9","5f56c5249ba2df6416d858a8","JRoberto06#5687"
"Team GOLD","Im_ReaLiiTy-_","Sat Sep 12 2020 12:27:31 GMT+0000 (UTC)","5eaeea21b77de305060ed53b","5f59823295561b78729ad28d","KurTz#7116"
"*Skull And Bones*","EuEMais4Lixos","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5eb0318f6536f12bfbab8704","5f53a8ff20ac296025cefa90","jaimejr2#6967"
"Brave","maxdominador","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5eb036f2064cd135a63a9b49","5f541715629c8b6045faed0f","sgtbezerra#8469"
"MONKEY'S OF THE REALMY","Pontergaist29","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5eb05deb60c9c3449832d84f","5f53b2b845fc2a4880201c94","TILTADO#0573"
"Só os Ninja","maicaodacocada","Sat Sep 12 2020 12:27:53 GMT+0000 (UTC)","5eb0be8abdb44a149d59f2a4","5f552e6de425a655aadc4ead","MaicaoDaCocada#6561"
"*Skull And Bones*","MrBrum007","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5eb5ef13f17b2f12030ec689","5f53a8ff20ac296025cefa90","jaimejr2#6967"
"MONKEY'S OF THE REALMY","MBRKILL","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5eb6fab51e9b185ed4a52926","5f53b2b845fc2a4880201c94","TILTADO#0573"
"Duendes Barbudos","LTaurusL","Sat Sep 12 2020 12:35:18 GMT+0000 (UTC)","5eb7229fce51b3026f1fcaa9","5f5b717e9c6df363ad9f735c","Segonho#8383"
"Team GOLD","xkh4usx","Sat Sep 12 2020 12:27:31 GMT+0000 (UTC)","5eb85eae716a515c2d535031","5f59823295561b78729ad28d","KurTz#7116"
"Team GOLD","Sid_PernaFina","Sat Sep 12 2020 12:27:31 GMT+0000 (UTC)","5ebc1c36ec210a06ae04ca25","5f59823295561b78729ad28d","KurTz#7116"
"*Skull And Bones*","Jaimejr2","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5ebe94db59df904b6b843301","5f53a8ff20ac296025cefa90","jaimejr2#6967"
"RedGoblins","Zzthe_dudufpzZ","Sat Sep 12 2020 12:49:09 GMT+0000 (UTC)","5ebf21b333ab3431b656dd49","5f58b6902c42b77cc3f577e3","Texxxugo Texxxugo#7148"
"Indra e-Sports","JÝNZ","Sat Sep 12 2020 12:30:25 GMT+0000 (UTC)","5ebf2c018dcbff2f9853bb9e","5f567b94629c8b6045fb2957","Ykaros.Oficial#7382"
"Tcholas Gaming","usopp dono","Sat Sep 12 2020 12:27:56 GMT+0000 (UTC)","5ebf37eb78ed653c1960dbd1","5f5b5dcaab8e7e6194e8d484","EBT ssfliper#6153"
"Indra e-Sports","Nekh","Sat Sep 12 2020 12:30:25 GMT+0000 (UTC)","5ec319d5eb59ef4b77e4fac5","5f567b94629c8b6045fb2957","Ykaros.Oficial#7382"
"Os Ensaboados","NaPpYlityzZ","Sat Sep 12 2020 12:27:49 GMT+0000 (UTC)","5ec470e92010f90497e7789a","5f53f6f99ba2df6416d80ad8","NaPpYliityzZ#7835"
"Red Monkeys","iDramin","Sat Sep 12 2020 12:31:30 GMT+0000 (UTC)","5ed100e6dc386b687a464d07","5f580a805341177aa6d9f084","kenn93#3949"
"Panda Gaming","Vini_PH_Plester","Sat Sep 12 2020 12:30:26 GMT+0000 (UTC)","5ed17d1b8b2a58741c718cb8","5f5c3934f16a31618bea0f96","Breendo0#5431"
"INSTABAN","Dan157Br","Sat Sep 12 2020 12:31:00 GMT+0000 (UTC)","5ed1a8c47a2e83118e0c4433","5f53ac1945fc2a4880201b65","Aapf#5823"
,"xRaayyy",,"5ed1b25ef1d779748541f7b0",,"xRayy #1229"
"BELS Team","Dettlaff_VDE","Sat Sep 12 2020 12:43:35 GMT+0000 (UTC)","5ed1d37f331827688cbde54f","5f5c042d9e496364994d020b","bomba#5889"
,"greicy22",,"5ed6c10d2e206316fc370524",,"Greicyramos"
"Paladins Force","KillerPicanha26","Sat Sep 12 2020 12:31:04 GMT+0000 (UTC)","5ed86c0fe0d31b17050a0424","5f53e5f3304c1e3d830d822a","FernandoASRevuelta#2573"
"OnFire","angel0406","Sat Sep 12 2020 12:37:10 GMT+0000 (UTC)","5edabb95df2e0b0a81fb2900","5f56de342c42b77cc3f55bb5","Danysweek#3889"
"Bar Sem Nome","KEDADEFRAME","Sat Sep 12 2020 12:28:16 GMT+0000 (UTC)","5edba0610385044ba16d15bb","5f5c1bb50c405a257149483f","KedaDeFps#8270"
"Risadaria","AMadScientist","Sat Sep 12 2020 12:26:50 GMT+0000 (UTC)","5edba17d7ffceb670c48a147","5f56ba4295561b78729a9d51","BatatinhaBRz#1572"
"BdC E-Sports","ElPandaDLMX","Sat Sep 12 2020 12:30:21 GMT+0000 (UTC)","5ede1ed8f0f4bc57f7dfef4d","5f540e58ac8493575c245474","Siqueira, o Gabriel#0476"
"BdC E-Sports","OSuMeCa","Sat Sep 12 2020 12:30:21 GMT+0000 (UTC)","5ede432af3242227c9ce9315","5f540e58ac8493575c245474","Siqueira, o Gabriel#0476"
"The Gods of Farofa","Daisybr","Sat Sep 12 2020 12:30:39 GMT+0000 (UTC)","5ede4c0818d4261c578c6b1f","5f5c0148ea99c063b690cb22","TeenLe #7675"
"The Gods of Farofa","PsKoyote","Sat Sep 12 2020 12:30:39 GMT+0000 (UTC)","5ede4eccbcd5b033f9cc9a85","5f5c0148ea99c063b690cb22","TeenLe #7675"
"INSTABAN","OZ_M0R3TT1","Sat Sep 12 2020 12:31:00 GMT+0000 (UTC)","5ede85d484761527d324cb18","5f53ac1945fc2a4880201b65","Aapf#5823"
"Insight GG","HPeixoto16","Sat Sep 12 2020 12:28:11 GMT+0000 (UTC)","5ededf0484761527d324d3d3","5f599766ac8493575c24d1d6","Paulo#7029"
"Insight GG","SiegRaivoso","Sat Sep 12 2020 12:28:11 GMT+0000 (UTC)","5edef88bf1adb40d4ac4e0f7","5f599766ac8493575c24d1d6","Paulo#7029"
"ANBU","PX10","Sat Sep 12 2020 12:32:46 GMT+0000 (UTC)","5edf1d81c0b2312eda6a9691","5f5ba6b9f16a31618be9fccf","PX#8726"
"BdC E-Sports","Ciber42","Sat Sep 12 2020 12:30:21 GMT+0000 (UTC)","5edfa82a2b1ae45803b2b09d","5f540e58ac8493575c245474","Siqueira, o Gabriel#0476"
"Unbreakable","JRoberto06","Sat Sep 12 2020 12:53:01 GMT+0000 (UTC)","5edfae12f3242227c9ceb5e7","5f56c5249ba2df6416d858a8","JRoberto06#5687"
"los mamacos assassinos","Yakuty_Xp","Sat Sep 12 2020 12:50:52 GMT+0000 (UTC)","5edfe8d818d4261c578c8c11","5f5aee10513be46175c9a86d","Astro_super7#8021"
"ANBU","Winvox","Sat Sep 12 2020 12:32:46 GMT+0000 (UTC)","5ee006f16d709242ede937ca","5f5ba6b9f16a31618be9fccf","PX#8726"
"Unbreakable","KRUUSTYWOW","Sat Sep 12 2020 12:53:01 GMT+0000 (UTC)","5ee40f0df0f4bc57f7e08fa8","5f56c5249ba2df6416d858a8","JRoberto06#5687"
"agentes livres 3","Fafazudo","Sat Sep 12 2020 12:29:48 GMT+0000 (UTC)","5ee51f5739f34e119c7a80d1","5f5cc78cab8e7e6194e8f6f2","Fafazudo #7373"
"PCListas","SopaDeQueijo94","Sat Sep 12 2020 12:34:25 GMT+0000 (UTC)","5ee5475b2764fc7a784c5391","5f5909633fb598326a1eeec6","Tecky#8852"
"Tigers in Sweatersツ","Känin","Sat Sep 12 2020 12:26:34 GMT+0000 (UTC)","5ee6c8ce9975ac39bc6e77aa","5f53d9cdac8493575c244840","AslanJoy#7943"
"Insight GG","Jµrëg","Sat Sep 12 2020 12:28:11 GMT+0000 (UTC)","5ee6ce008bb22111993699db","5f599766ac8493575c24d1d6","Paulo#7029"
"Heisenberg","h0st13","Sat Sep 12 2020 12:29:15 GMT+0000 (UTC)","5ee6d9cf56f71011aa8bcc8b","5f5c3219f16a31618bea0eea","Gabrielfixe #3048"
"Os cupinxa","Isreazyy","Sat Sep 12 2020 12:29:44 GMT+0000 (UTC)","5ee80ec61f02c739d3d83963","5f599d46ac8493575c24d1ff","caetano.#7717"
"MANDRAKES 0800","Tutucremosinho","Sat Sep 12 2020 12:30:49 GMT+0000 (UTC)","5ee833e6b63b2611a1e6b201","5f566ec09ba2df6416d84d8b","VINI°#3125"
"MAYHEM","isak12","Sat Sep 12 2020 12:35:17 GMT+0000 (UTC)","5ee863f219b81239da946122","5f543813304c1e3d830d8c66","WaanTeD#1808"
"Tomba Lobo Team","FakeSamuraii","Sat Sep 12 2020 12:31:27 GMT+0000 (UTC)","5ee908401f02c739d3d84921","5f53aa4e629c8b6045fad8c9","KSL_KONG#1129"
"Five Keys","CR1SØB0M","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5eebfb6cb4983039f2e1a886","5f53d7f5e425a655aadc25ab","Criso#5082"
"Five Keys","Marcosruim","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5eec0b54c43c906e2823b2b2","5f53d7f5e425a655aadc25ab","Criso#5082"
"Perdi de skin","PLD Thayani","Sat Sep 12 2020 12:39:44 GMT+0000 (UTC)","5eee45a728f5704ebc6d1db3","5f57f9678e9a3d529861615f","Dentalgecko#9739"
"Spell Dark","oXxMELIODASxXo","Sat Sep 12 2020 12:27:04 GMT+0000 (UTC)","5eee57aa06e69e466a166577","5f568a1d629c8b6045fb2a09","C4rl0sEdu4rd0-az#6280"
"Macacos in Pyjamas","Matheus4207","Sat Sep 12 2020 12:30:18 GMT+0000 (UTC)","5eee6280f5a3f0460b9eaa28","5f5404012736604a1961b18b","Nier2D#4542"
"Macacos in Pyjamas","AkaneAoi","Sat Sep 12 2020 12:30:18 GMT+0000 (UTC)","5eee6434652b0d5bada5c519","5f5404012736604a1961b18b","Nier2D#4542"
"MONKEY'S OF THE REALMY","JuninhoDAxj6","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5eee6b4e081e2f5b80c4f304","5f53b2b845fc2a4880201c94","TILTADO#0573"
"BRANZZERS Team","salufc","Sat Sep 12 2020 12:31:16 GMT+0000 (UTC)","5eee7ba87f04195c10be5c65","5f58483b20ac296025cf7893","Xatuba#2487"
"Força do Abitt","TheAbitt","Sat Sep 12 2020 12:26:57 GMT+0000 (UTC)","5eee85fc35ee9d79f8538abf","5f5ba1e08d5de561a3937da6","Zanarella#5834"
"Los Papa Penta","Mitaw","Sat Sep 12 2020 12:53:31 GMT+0000 (UTC)","5eee8604bc7b495bc33b40ff","5f5c315a9c6df363ad9f8983","Bibies#4506"
"Força do Abitt","Xgrangerx","Sat Sep 12 2020 12:26:57 GMT+0000 (UTC)","5eee87b2081e2f5b80c4f62b","5f5ba1e08d5de561a3937da6","Zanarella#5834"
"BRANZZERS Team","GustavoABorges","Sat Sep 12 2020 12:31:16 GMT+0000 (UTC)","5eee883597e1885c1fd6e40c","5f58483b20ac296025cf7893","Xatuba#2487"
"IDH Brasileiro","MatheusOff","Sat Sep 12 2020 12:27:09 GMT+0000 (UTC)","5ef232550633ab5068e7f5fa","5f5bc7760c405a2571493bba","MatheusOff#7502"
"BRANZZERS Team","VelhosDecreptus","Sat Sep 12 2020 12:31:16 GMT+0000 (UTC)","5ef36be10b9434501e3d04ee","5f58483b20ac296025cf7893","Xatuba#2487"
"Galactus Gaming","PPPGGG","Sat Sep 12 2020 12:26:42 GMT+0000 (UTC)","5ef3b572624d595062ed35c1","5f5a97be9ba2df6416d89575","Knrage #8478"
"Hunter Souls","AGUACOCALATÃO","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5ef544388960dd502d0ebb44","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
"Só os Ninja","Mitsukuy","Sat Sep 12 2020 12:27:53 GMT+0000 (UTC)","5ef5f6df89c6ad0a0c03505c","5f552e6de425a655aadc4ead","MaicaoDaCocada#6561"
"Só os Ninja","Presidentoo","Sat Sep 12 2020 12:27:53 GMT+0000 (UTC)","5ef5f6ed0b9434501e3d39d5","5f552e6de425a655aadc4ead","MaicaoDaCocada#6561"
"Five Keys","Victorleal69","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5eff930c32dca57d544b95f1","5f53d7f5e425a655aadc25ab","Criso#5082"
"Five Keys","RAZALY","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5eff94fcd307901bd8622bd9","5f53d7f5e425a655aadc25ab","Criso#5082"
"Tears Of The Dragon","ShanaDelRey","Sat Sep 12 2020 12:53:09 GMT+0000 (UTC)","5eff9880d307901bd8622c4f","5f595a18ac8493575c24cc2f","UCA4a#5316"
"The Originals","Sweetsakura","Sat Sep 12 2020 12:35:43 GMT+0000 (UTC)","5f00acd2052ec03d8d397448","5f5a6d54629c8b6045fb7376","Fla81xvapoxvapo#4458"
"Indra e-Sports","YkarosOficial","Sat Sep 12 2020 12:30:25 GMT+0000 (UTC)","5f00b9f64597b23b56a1cfbc","5f567b94629c8b6045fb2957","Ykaros.Oficial#7382"
"Fudeo Gaming","WILLMARRÃO","Sat Sep 12 2020 12:39:51 GMT+0000 (UTC)","5f00d6b4cab1403b468fd71c","5f58cdabe425a655aadc9abd","ByRiquett#9699"
"agentes livres 4","julianasm","Sat Sep 12 2020 12:32:36 GMT+0000 (UTC)","5f00d8e2d18d753ba930245e","5f5cc790ab8e7e6194e8f6f4","juliana#9087"
"Pilantras","GnomoDrogado","Sat Sep 12 2020 12:27:32 GMT+0000 (UTC)","5f00de99e2d4653b126e5315","5f5a8af576b8305ffaa4d2b2","Gnomo Drogado#0414"
"Turmonha do Paladinho","Windreen","Sat Sep 12 2020 12:53:21 GMT+0000 (UTC)","5f03d58ef33af239e99ddd8f","5f5b6836f16a31618be9f8dd","windreen#5688"
"Os Precoces","viictorxp","Sat Sep 12 2020 12:37:57 GMT+0000 (UTC)","5f0a0722907c9b15bffcade3","5f5aece09c6df363ad9f6d82","Denys Espinoza#1326"
"Os Precoces","SnrEspinoza","Sat Sep 12 2020 12:37:57 GMT+0000 (UTC)","5f0b6822ef3ab65b96794b6f","5f5aece09c6df363ad9f6d82","Denys Espinoza#1326"
"BdC E-Sports","Beakman","Sat Sep 12 2020 12:30:21 GMT+0000 (UTC)","5f1332a577697711a235a708","5f540e58ac8493575c245474","Siqueira, o Gabriel#0476"
"Five Keys","CÖPYCÄT","Sat Sep 12 2020 12:52:46 GMT+0000 (UTC)","5f13414ceea71b24bc3115d0","5f53d7f5e425a655aadc25ab","Criso#5082"
"Duendes Barbudos","LukasFurzaka","Sat Sep 12 2020 12:35:18 GMT+0000 (UTC)","5f13541abcbe32117ff6a6cd","5f5b717e9c6df363ad9f735c","Segonho#8383"
"BELS Team","Tiagobpereira","Sat Sep 12 2020 12:43:35 GMT+0000 (UTC)","5f1368241c8cdf16056f72c1","5f5c042d9e496364994d020b","bomba#5889"
"Paladins Force","KingHelll","Sat Sep 12 2020 12:31:04 GMT+0000 (UTC)","5f136b85bcbe32117ff6aa2a","5f53e5f3304c1e3d830d822a","FernandoASRevuelta#2573"
"Macacos in Pyjamas","MrDoritosBR","Sat Sep 12 2020 12:30:18 GMT+0000 (UTC)","5f174589bcbe32117ff6f4cf","5f5404012736604a1961b18b","Nier2D#4542"
"Red Monkeys","Oniziaka","Sat Sep 12 2020 12:31:30 GMT+0000 (UTC)","5f1f6b900e78fa6820ffa2f5","5f580a805341177aa6d9f084","kenn93#3949"
,"Ramon12",,"5f20c8302153c5688e454aa0",,"RamonNick#6868"
"Delenis","KiritooPH","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f223dc26cba4569dfee5f1c","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"Agentes livres 1","K1ngCobra","Sat Sep 12 2020 12:27:07 GMT+0000 (UTC)","5f223de30e78fa6820ffd897","5f5cc77cc170a364bd626ab3","Kɪɴɢ#5326"
"Red Monkeys","tallesX7","Sat Sep 12 2020 12:31:30 GMT+0000 (UTC)","5f24324110c3da7746b42db0","5f580a805341177aa6d9f084","kenn93#3949"
"Made in Ceará (tag - MiCE)","DJTINHO","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5f2439f6e2c9cf7bb3c2aa14","5f54437dac8493575c245de3","⍟ 𝑷𝒂𝒖𝒍𝒐 𝑮. シ#2122 | dj#2788 | DasPPlitz#2722 | Zerefdan#4410 | Igor641#4338"
"Fênix Gaming","Heyaluk","Sat Sep 12 2020 12:53:02 GMT+0000 (UTC)","5f243aa35667b07cee50ee5e","5f57b1245341177aa6d9ebd9","DelValle #0075"
"Red Monkeys","Kenn93","Sat Sep 12 2020 12:31:30 GMT+0000 (UTC)","5f248114a4266911a26f4e41","5f580a805341177aa6d9f084","kenn93#3949"
"Macacos in Pyjamas","Puleu","Sat Sep 12 2020 12:30:18 GMT+0000 (UTC)","5f24892f768e3411a527f9db","5f5404012736604a1961b18b","Nier2D#4542"
"Machado 89","hëather","Sat Sep 12 2020 12:28:59 GMT+0000 (UTC)","5f2588901a7a1c597d685e71","5f53a8b72cd06c40debfe311","MrMegar#7627"
"Fudeo Gaming","Nhaaarr","Sat Sep 12 2020 12:39:51 GMT+0000 (UTC)","5f2c81360036a1118ce639b2","5f58cdabe425a655aadc9abd","ByRiquett#9699"
"*Skull And Bones*","AMATERASUイタチ","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5f2dff8763bfb75d58b70931","5f53a8ff20ac296025cefa90","jaimejr2#6967"
"*Skull And Bones*","SayuriJiro","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5f2e048ea39d635d4d2adb57","5f53a8ff20ac296025cefa90","jaimejr2#6967"
"Tigers","Sphingnous","Sat Sep 12 2020 12:52:45 GMT+0000 (UTC)","5f2e055565209b40626996e3","5f53f8bd2cd06c40debff1f0","Alec#5079"
"DINO'S PRO","Miniacriano","Sat Sep 12 2020 12:52:36 GMT+0000 (UTC)","5f2ec929298a4a5d66ffeebd","5f53d0b5e425a655aadc24c7","AcrianoBR#6049"
,"Puxÿ",,"5f2eed5ea39d635d4d2af1cd",,"Puxÿ#1521"
"DINO'S PRO","Srbrunolz","Sat Sep 12 2020 12:52:36 GMT+0000 (UTC)","5f2ef6f46a4ab602da43871b","5f53d0b5e425a655aadc24c7","AcrianoBR#6049"
"Hunter Souls","ySadNoobly","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5f2efee3dcf4f45d78bc7cc0","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
"Delenis","Expertinho","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f2f01d0298a4a5d66fffcac","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"IDH Brasileiro","Majooj","Sat Sep 12 2020 12:27:09 GMT+0000 (UTC)","5f2f0d676a4ab602da438a64","5f5bc7760c405a2571493bba","MatheusOff#7502"
"agentes livres 4","AbyssMonster","Sat Sep 12 2020 12:38:03 GMT+0000 (UTC)","5f30c5f4014c2711ba5cb499","5f5cc790ab8e7e6194e8f6f4","AbyssMonster#0303"
"White Wolves","Cicero090","Sat Sep 12 2020 12:39:13 GMT+0000 (UTC)","5f32cdb419fcf2666b2ab9a1","5f5522849ba2df6416d82c41","luizgandini #2956"
"SabugadaHighQuality","Rav","Sat Sep 12 2020 12:38:42 GMT+0000 (UTC)","5f35c50008937a11bb6c4cb1","5f5993623fb598326a1efa4d","AZUMA#7430"
"INSTABAN","AWABrasil","Sat Sep 12 2020 12:31:00 GMT+0000 (UTC)","5f38513b33118628f2f57634","5f53ac1945fc2a4880201b65","Aapf#5823"
"INSTABAN","zX___storm___Xz","Sat Sep 12 2020 12:31:00 GMT+0000 (UTC)","5f38560866bf24296270d17e","5f53ac1945fc2a4880201b65","Aapf#5823"
"Machado 89","Harripilante","Sat Sep 12 2020 12:28:59 GMT+0000 (UTC)","5f3858aeb0b5892bb6aeb674","5f53a8b72cd06c40debfe311","MrMegar#7627"
"Skye Sup","Revil3","Sat Sep 12 2020 12:32:12 GMT+0000 (UTC)","5f3f34f0c955654e1874c163","5f5994f22c42b77cc3f588d3","Ogopli#7066"
"Hunter Souls","JOGORUIMDOKRL","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5f400517e7543f4a0a54c03d","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
"Tigers","Dublate","Sat Sep 12 2020 12:52:45 GMT+0000 (UTC)","5f4007fdb856d24e0965c5a6","5f53f8bd2cd06c40debff1f0","Alec#5079"
"Hunter Souls","Ryanpizani","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5f400a982736604a195ff975","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
"Fênix Gaming","fox-delvalle","Sat Sep 12 2020 12:53:02 GMT+0000 (UTC)","5f4010bc4e0eab4ad5d840a5","5f57b1245341177aa6d9ebd9","DelValle #0075"
"Hunter Souls","MsBorba","Sat Sep 12 2020 12:39:46 GMT+0000 (UTC)","5f401126b856d24e0965c621","5f5acd75f16a31618be9f3cd","JOGORUIMDOKRL#2620"
